ふぁみれす	ファミ↑レス↓だと！ふざけんじゃねえよお前！ガストだろぉ！？	名詞	
がんめんありまみれ	顔面蟻まみれ()蟻の巣不可避()蟻生える()	名詞	
すてらごろく	何もしてないのにㄘんㄘんが元気なんだけど	名詞	
なにもしてないのに	何もしてないのにㄘんㄘんが元気なんだけど	名詞	
すてらごろく	何を怖がっているムカデなんて怖がってたら森なんて行けないぞさぁ、画像を見て慣れるのdあああああああああああああああああああああああああこわいああああああああああああああああああああああああああああああ	名詞	
なにをこわがっている	何を怖がっているムカデなんて怖がってたら森なんて行けないぞさぁ、画像を見て慣れるのdあああああああああああああああああああああああああこわいああああああああああああああああああああああああああああああ	名詞	
すてらごろく	ポッチャマ「ん゛あ゛ぁ゛あ゛あ゛あ゛あ゛ぁ゛ぁ゛あ゛あ゛！゛！゛！゛！゛！゛や゛め゛て゛！゛！゛！゛！゛！゛私゛に゛乱゛暴゛す゛る゛気゛で゛し゛ょ゛！゛！゛！゛！゛！゛！゛！゛エ゛ロ゛同゛人゛み゛た゛	名詞	
んあああああ	ポッチャマ「ん゛あ゛ぁ゛あ゛あ゛あ゛あ゛ぁ゛ぁ゛あ゛あ゛！゛！゛！゛！゛！゛や゛め゛て゛！゛！゛！゛！゛！゛私゛に゛乱゛暴゛す゛る゛気゛で゛し゛ょ゛！゛！゛！゛！゛！゛！゛！゛エ゛ロ゛同゛人゛み゛た゛	名詞	
すてらごろく	エロ同人みたいに！エロ同人みたいに！	名詞	
えろどうじん	エロ同人みたいに！エロ同人みたいに！	名詞	
すてらごろく	俺はリクライニング出来ないイスを改造してリクライニング出来るようにしたぜっ！早速やってみよう！レッツリクライニ(バキッドスドガシャアァア(転げ落ちて死ぬ音)	名詞	
りくらいにんぐ	俺はリクライニング出来ないイスを改造してリクライニング出来るようにしたぜっ！早速やってみよう！レッツリクライニ(バキッドスドガシャアァア(転げ落ちて死ぬ音)	名詞	
すてらごろく	こぉ↓なぁ↑ゆ↓きぃ↑(ねっとり)まぁ→うぅ↑き↓せぇ→つ→わぁぁ↓い↑つ↓ぅぅもぉ↓すぅ↑れ↓ちぃが↑いぃ↑ひ↓とぉぉ↑ご↓みぃぃ↑に↓まぁ→ぎ↑れぇ↓て→もぉぉぉ↓お↓なぁぁ↑じ↓そぉ↓らぁ→み↑て	名詞	
こなゆき	こぉ↓なぁ↑ゆ↓きぃ↑(ねっとり)まぁ→うぅ↑き↓せぇ→つ→わぁぁ↓い↑つ↓ぅぅもぉ↓すぅ↑れ↓ちぃが↑いぃ↑ひ↓とぉぉ↑ご↓みぃぃ↑に↓まぁ→ぎ↑れぇ↓て→もぉぉぉ↓お↓なぁぁ↑じ↓そぉ↓らぁ→み↑て	名詞	
なく	。゜( ;⊃՞ةڼ⊂; )゜。びぇぇえええんｗｗｗｗ(kstrの咆哮)	名詞	
すてらごろく	。゜( ;⊃՞ةڼ⊂; )゜。びぇぇえええんｗｗｗｗ(kstrの咆哮)	名詞	
すてらごろく	投稿したいが言いたい事が無いので渾身のギャグ言って帰ります	名詞	
とうこうしたい	投稿したいが言いたい事が無いので渾身のギャグ言って帰ります	名詞	
すてらごろく	ふとんがふっとｎ(凍死)	名詞	
ふとん	ふとんがふっとｎ(凍死)	名詞	
すてらごろく	目からナイアガラの滝	名詞	
めから	目からナイアガラの滝	名詞	
すてらごろく	こんにちはこんにちはこんにちはこんにちはああああああああああああ(ベルリンの壁に激突して死亡)	名詞	
こんにちは	こんにちはこんにちはこんにちはこんにちはああああああああああああ(ベルリンの壁に激突して死亡)	名詞	
すてらごろく	もう草生えすぎて大陸出来ちゃう	名詞	
くさ	もう草生えすぎて大陸出来ちゃう	名詞	
すてらごろく	ｶｰﾝｯｶｰﾝｯﾍﾞｷﾞｯﾎﾞﾛﾎﾞﾛﾄﾞｶﾞｼｬｰﾝ(絶命)	名詞	
かーん	ｶｰﾝｯｶｰﾝｯﾍﾞｷﾞｯﾎﾞﾛﾎﾞﾛﾄﾞｶﾞｼｬｰﾝ(絶命)	名詞	
すてらごろく	あっあっあ腕が壊れるあっあっあ	名詞	
うで	あっあっあ腕が壊れるあっあっあ	名詞	
すてらごろく	その草を燃やして新たな海を創造します:D	名詞	
くさ	その草を燃やして新たな海を創造します:D	名詞	
すてらごろく	ぶわあああああああ_(:3｣ ∠ )_(挨拶と同時に絶命する人間の鑑のモノマネのモノマネのモノマネのモノマネ)	名詞	
ものまね	ぶわあああああああ_(:3｣ ∠ )_(挨拶と同時に絶命する人間の鑑のモノマネのモノマネのモノマネのモノマネ)	名詞	
すてらごろく	おええええええええええええ(挨拶と同時に嘔吐する人間の屑のモノマネのモノマネ)	名詞	
ものまね	おええええええええええええ(挨拶と同時に嘔吐する人間の屑のモノマネのモノマネ)	名詞	
すてらごろく	おはようおはようおはようおはようおはようおはよおおおおおおおおお(積乱雲に突っ込み死亡)	名詞	
おはよう	おはようおはようおはようおはようおはようおはよおおおおおおおおお(積乱雲に突っ込み死亡)	名詞	
すてらごろく	もう草生えすぎて枯れた	名詞	
くさ	もう草生えすぎて枯れた	名詞	
すてらごろく	あぁ^〜くっさくさなんじゃ^〜	名詞	
くさ	あぁ^〜くっさくさなんじゃ^〜	名詞	
すてらごろく	おそようおそようおそようおそようおそよおおおおおおおおおお(シンクホールに落下して死亡)	名詞	
おそよう	おそようおそようおそようおそようおそよおおおおおおおおおお(シンクホールに落下して死亡)	名詞	
すてらごろく	おやすみおやすみおやすみおやすみおやすみいいいいいいいいいい(白塗りのオンボロ車に追突して死亡)	名詞	
おやすみ	おやすみおやすみおやすみおやすみおやすみいいいいいいいいいい(白塗りのオンボロ車に追突して死亡)	名詞	
すてらごろく	あﾞあﾞあﾞあﾞあﾞぁﾞぁﾞぁﾞぁﾞ！ﾞ！ﾞ！ﾞ！ﾞ(起床)(頭強打)(絶命)	名詞	
おはよう	あﾞあﾞあﾞあﾞあﾞぁﾞぁﾞぁﾞぁﾞ！ﾞ！ﾞ！ﾞ！ﾞ(起床)(頭強打)(絶命)	名詞	
すてらごろく	おうおうおうおうおうおｗｗｗｗｗｗｗｗｗｗｗｗパァンッパァンッ(てぃおを叩く音)おうおうおうおうおうおおうおうおうおうおうおｗｗｗｗｗｗパァンッパァンッ(てぃおを叩く音)おうおうおうおうおうおｗｗｗｗ	名詞	
おっとせい	おうおうおうおうおうおｗｗｗｗｗｗｗｗｗｗｗｗパァンッパァンッ(てぃおを叩く音)おうおうおうおうおうおおうおうおうおうおうおｗｗｗｗｗｗパァンッパァンッ(てぃおを叩く音)おうおうおうおうおうおｗｗｗｗ	名詞	
